Grid,xgrid,ygrid,T0.01_dS2S,T0.01_dS2S_Uncertainty,T0.01_Phi,T0.01_Phi_Uncertainty
1,138.304028,34.8040278,0.2034,0.8992,0.1485,0.01727
2,138.345693,34.8040278,0.1912,0.8379,50.45,28.72
3,138.387358,34.8040278,0.1599,0.8739,48.82,28.63
4,138.429023,34.8040278,0.141,0.8452,49.57,29.49
5,138.470688,34.8040278,0.1208,0.828,51.36,28.42
6,138.512353,34.8040278,0.08826,0.7953,50.2,29.14
7,138.554018,34.8040278,0.06739,0.7772,50.09,29.36
8,138.595683,34.8040278,0.0375,0.7602,49.92,28.95
9,138.637348,34.8040278,0.009615,0.7495,50.32,28.47
10,138.679013,34.8040278,-0.02033,0.7017,48.5,28.32
11,138.720678,34.8040278,-0.06427,0.6841,51.12,28.4
12,138.762343,34.8040278,-0.09347,0.6556,48.67,29.35
13,138.804008,34.8040278,-0.133,0.685,49.69,28.52
14,138.845673,34.8040278,-0.1654,0.6566,49.85,29.47
15,138.887338,34.8040278,-0.2057,0.628,49.84,28.78
16,138.929003,34.8040278,-0.2227,0.641,49.66,29.16
17,138.970668,34.8040278,-0.2072,0.6914,52.11,29.02
18,139.012333,34.8040278,-0.2241,0.7463,50.1,28.29
19,139.053998,34.8040278,-0.2092,0.7525,49.14,29.01
20,139.095663,34.8040278,-0.2377,0.7679,50.16,28.64
21,139.137328,34.8040278,-0.221,0.7865,49.01,29.71
22,139.178993,34.8040278,-0.1857,0.7549,50.82,30.04
23,139.220658,34.8040278,-0.1672,0.7902,50.85,29.06
24,139.262323,34.8040278,-0.18,0.7956,51.66,28.53
25,139.303988,34.8040278,-0.1666,0.7825,49.51,29.07
26,139.345653,34.8040278,-0.2124,0.7408,50.74,29
27,139.387318,34.8040278,-0.231,0.7053,49.95,28.92
28,139.428983,34.8040278,-0.2653,0.6821,50.26,28.6
29,139.470648,34.8040278,-0.2773,0.6688,49.71,27.77
30,139.512313,34.8040278,-0.2626,0.6509,50.07,29.13
31,139.553978,34.8040278,-0.2752,0.6623,50.33,28.67
32,139.595643,34.8040278,-0.3127,0.7003,49.17,29.54
33,139.637308,34.8040278,-0.359,0.7026,50.82,28.91
34,139.678973,34.8040278,-0.3528,0.7057,49.41,28.2
35,139.720638,34.8040278,-0.3656,0.6709,50.84,28.97
36,139.762303,34.8040278,-0.3981,0.6565,50.07,28.84
37,139.803968,34.8040278,-0.4684,0.6809,49.26,28.85
38,139.845633,34.8040278,-0.5386,0.6669,49.85,29.05
39,139.887298,34.8040278,-0.5913,0.6587,50.36,28.79
40,139.928963,34.8040278,-0.6451,0.6635,48.96,28.87
41,139.970628,34.8040278,-0.6744,0.6834,50.06,28.81
42,140.012293,34.8040278,-0.6738,0.6497,51.22,28.82
43,140.053958,34.8040278,-0.6548,0.6646,49.44,28.6
44,140.095623,34.8040278,-0.6462,0.661,50.19,28.7
45,140.137288,34.8040278,-0.593,0.6963,49.17,28.4
46,140.178953,34.8040278,-0.5494,0.6945,49.73,28.8
47,140.220618,34.8040278,-0.4923,0.6949,50.86,28.34
48,140.262283,34.8040278,-0.4302,0.6721,49.58,28.9
49,140.303948,34.8040278,-0.3727,0.672,50.57,29.15
50,140.345613,34.8040278,-0.2775,0.6973,49.26,28.66
51,140.387278,34.8040278,-0.2164,0.6917,50.27,29.01
52,140.428943,34.8040278,-0.1503,0.71,49.78,28.95
53,140.470608,34.8040278,-0.08061,0.7071,50.17,29.02
54,140.512273,34.8040278,-0.02404,0.7197,49.34,28.88
55,140.553938,34.8040278,0.02269,0.7498,47.3,28.68
56,140.595603,34.8040278,0.07813,0.7192,49.19,29.03
57,140.637268,34.8040278,0.07632,0.7192,50.04,28.75
58,140.678933,34.8040278,0.06757,0.6966,48.35,29.39
59,140.720598,34.8040278,0.08776,0.6722,50.74,29.65
60,140.762263,34.8040278,0.09208,0.7147,50.1,28.86
61,140.803928,34.8040278,0.1116,0.6995,49.88,28.67
62,140.845593,34.8040278,0.09707,0.7047,51.93,29.18
63,140.887258,34.8040278,0.097,0.7184,49.57,28.9
64,140.928923,34.8040278,0.07669,0.7308,49.74,28.77
65,140.970588,34.8040278,0.07561,0.7213,47.97,28.28
66,141.012253,34.8040278,0.08634,0.7334,49.99,28.91
67,141.053918,34.8040278,0.09236,0.7622,49.8,29.05
68,141.095583,34.8040278,0.07656,0.8689,51.75,28.63
69,138.304028,34.8456928,0.231,0.8377,48.93,28.23
70,138.345693,34.8456928,0.2104,0.7943,50.4,28.74
71,138.387358,34.8456928,0.1679,0.8055,50.94,29.37
72,138.429023,34.8456928,0.1472,0.7771,49.58,28.55
73,138.470688,34.8456928,0.1338,0.7626,50.8,28.71
74,138.512353,34.8456928,0.1177,0.7431,51.27,29.16
75,138.554018,34.8456928,0.07115,0.7438,49.41,29.46
76,138.595683,34.8456928,0.04713,0.7041,49.9,28.8
77,138.637348,34.8456928,0.009364,0.6967,48.88,28.97
78,138.679013,34.8456928,-0.009693,0.6525,50.69,28.59
79,138.720678,34.8456928,-0.05842,0.6286,50.09,28.52
80,138.762343,34.8456928,-0.1225,0.5849,51.32,29
81,138.804008,34.8456928,-0.1508,0.6237,51.71,28.57
82,138.845673,34.8456928,-0.1887,0.5849,49.44,28.94
83,138.887338,34.8456928,-0.231,0.5648,48.36,28.57
84,138.929003,34.8456928,-0.2578,0.5809,50.97,29.06
85,138.970668,34.8456928,-0.2619,0.6228,49.89,29.47
86,139.012333,34.8456928,-0.2506,0.6861,50.13,29.51
87,139.053998,34.8456928,-0.2075,0.6946,50.38,28.87
88,139.095663,34.8456928,-0.2167,0.7123,48.73,28.85
89,139.137328,34.8456928,-0.2238,0.754,52.85,28.81
90,139.178993,34.8456928,-0.1656,0.7338,50.2,28.93
91,139.220658,34.8456928,-0.1381,0.7608,48.24,28.39
92,139.262323,34.8456928,-0.1675,0.7482,50.5,28.75
93,139.303988,34.8456928,-0.1731,0.7037,47.83,28.74
94,139.345653,34.8456928,-0.2044,0.6715,50.58,28.43
95,139.387318,34.8456928,-0.2135,0.6364,50.42,28.75
96,139.428983,34.8456928,-0.2375,0.6374,49.52,27.99
97,139.470648,34.8456928,-0.264,0.5953,48.6,29.24
98,139.512313,34.8456928,-0.2755,0.5923,49.05,28.49
99,139.553978,34.8456928,-0.2775,0.5804,49.65,29.09
100,139.595643,34.8456928,-0.3332,0.6255,50.38,29.09
101,139.637308,34.8456928,-0.3679,0.6255,49.51,28.47
102,139.678973,34.8456928,-0.3707,0.6114,48.57,28.66
103,139.720638,34.8456928,-0.4079,0.5723,49.45,28.7
104,139.762303,34.8456928,-0.447,0.5581,51.2,29.38
105,139.803968,34.8456928,-0.4882,0.5813,49.36,29.6
106,139.845633,34.8456928,-0.5463,0.5945,48.93,28.82
107,139.887298,34.8456928,-0.582,0.5813,50.68,29.33
108,139.928963,34.8456928,-0.6291,0.5927,48.98,28.89
109,139.970628,34.8456928,-0.6515,0.6023,48.97,29.25
110,140.012293,34.8456928,-0.6546,0.5775,49.11,29.17
111,140.053958,34.8456928,-0.6696,0.6012,49.12,29.05
112,140.095623,34.8456928,-0.6579,0.6062,51.28,28.51
113,140.137288,34.8456928,-0.6086,0.6201,48.54,28.39
114,140.178953,34.8456928,-0.5441,0.6121,49.94,29.28
115,140.220618,34.8456928,-0.4763,0.6125,48.79,28.99
116,140.262283,34.8456928,-0.4273,0.615,49.44,28.65
117,140.303948,34.8456928,-0.3562,0.6245,49.54,28.95
118,140.345613,34.8456928,-0.2681,0.6259,49.24,28.68
119,140.387278,34.8456928,-0.2112,0.6384,50.08,29.36
120,140.428943,34.8456928,-0.1537,0.6522,49.31,28.76
121,140.470608,34.8456928,-0.07399,0.6558,49.59,29.52
122,140.512273,34.8456928,0.006044,0.6781,49.84,29.1
123,140.553938,34.8456928,0.04058,0.6848,49.07,28.99
124,140.595603,34.8456928,0.07477,0.6665,49.01,28.62
125,140.637268,34.8456928,0.06912,0.6462,49.29,28.75
126,140.678933,34.8456928,0.06446,0.6384,51.6,28.85
127,140.720598,34.8456928,0.08658,0.6407,50.02,28.34
128,140.762263,34.8456928,0.1038,0.6493,50.19,28.91
129,140.803928,34.8456928,0.09653,0.6376,50.24,29.53
130,140.845593,34.8456928,0.09966,0.6434,50.11,28.74
131,140.887258,34.8456928,0.1043,0.651,49.57,28.71
132,140.928923,34.8456928,0.08204,0.6462,48.72,29.49
133,140.970588,34.8456928,0.0824,0.675,50.84,28.43
134,141.012253,34.8456928,0.103,0.7039,50.95,28.81
135,141.053918,34.8456928,0.09488,0.724,48.72,29.16
136,141.095583,34.8456928,0.08478,0.8307,50.51,28.93
137,138.304028,34.8873578,0.2389,0.8357,51.28,29.3
138,138.345693,34.8873578,0.2203,0.7753,49.14,29.68
139,138.387358,34.8873578,0.1812,0.7789,49.56,28.62
140,138.429023,34.8873578,0.1431,0.7378,49.52,28.74
141,138.470688,34.8873578,0.1502,0.7196,48.92,29.05
142,138.512353,34.8873578,0.1174,0.7442,49.87,29.2
143,138.554018,34.8873578,0.05812,0.7114,50.2,29.03
144,138.595683,34.8873578,0.03695,0.6921,50.31,29.06
145,138.637348,34.8873578,0.01128,0.6901,50.85,28.11
146,138.679013,34.8873578,-0.01661,0.6338,49.42,29.72
147,138.720678,34.8873578,-0.05238,0.6148,50.34,28.56
148,138.762343,34.8873578,-0.1165,0.5801,50.06,28.99
149,138.804008,34.8873578,-0.14,0.6249,50.42,28.87
150,138.845673,34.8873578,-0.1953,0.5884,49,28.37
151,138.887338,34.8873578,-0.2476,0.5545,50.16,28.76
152,138.929003,34.8873578,-0.2691,0.5742,49.8,28.22
153,138.970668,34.8873578,-0.3013,0.6019,49.64,28.94
154,139.012333,34.8873578,-0.2748,0.6314,49.78,29.43
155,139.053998,34.8873578,-0.2327,0.6584,49.94,29.37
156,139.095663,34.8873578,-0.2193,0.6697,50.23,29.8
157,139.137328,34.8873578,-0.2055,0.6927,50.92,28.91
158,139.178993,34.8873578,-0.1402,0.7198,48.94,28.78
159,139.220658,34.8873578,-0.1388,0.7108,49.83,29.29
160,139.262323,34.8873578,-0.1377,0.7083,49.36,29.49
161,139.303988,34.8873578,-0.1512,0.7017,49.91,28.4
162,139.345653,34.8873578,-0.1734,0.6632,49.52,28.57
163,139.387318,34.8873578,-0.1922,0.6238,50.57,28.29
164,139.428983,34.8873578,-0.2174,0.6013,50.58,28.27
165,139.470648,34.8873578,-0.2503,0.5554,48.83,28.62
166,139.512313,34.8873578,-0.2987,0.548,50.8,28.85
167,139.553978,34.8873578,-0.33,0.5492,49.92,28.79
168,139.595643,34.8873578,-0.382,0.5482,48.23,28.66
169,139.637308,34.8873578,-0.3841,0.5719,50.78,27.99
170,139.678973,34.8873578,-0.394,0.5796,49.83,28.94
171,139.720638,34.8873578,-0.4255,0.5485,50.22,28.64
172,139.762303,34.8873578,-0.4535,0.5459,50.27,28.79
173,139.803968,34.8873578,-0.4922,0.5408,49.02,29.1
174,139.845633,34.8873578,-0.5166,0.5377,49.27,28.79
175,139.887298,34.8873578,-0.5777,0.5574,49.92,29.57
176,139.928963,34.8873578,-0.6271,0.5789,51.24,28.9
177,139.970628,34.8873578,-0.6632,0.5722,48.83,28.87
178,140.012293,34.8873578,-0.7024,0.5641,48.77,29.08
179,140.053958,34.8873578,-0.7363,0.5751,50.48,29.06
180,140.095623,34.8873578,-0.7183,0.5911,50.07,28.46
181,140.137288,34.8873578,-0.6445,0.5848,51.61,29.57
182,140.178953,34.8873578,-0.5959,0.5809,49.04,28.45
183,140.220618,34.8873578,-0.5301,0.5775,50.19,28.59
184,140.262283,34.8873578,-0.4631,0.5726,49.6,29.76
185,140.303948,34.8873578,-0.3757,0.5803,49.55,28.4
186,140.345613,34.8873578,-0.2727,0.6028,50.65,28.94
187,140.387278,34.8873578,-0.2181,0.6417,50.77,29.12
188,140.428943,34.8873578,-0.162,0.6328,50.51,28.94
189,140.470608,34.8873578,-0.09162,0.6466,46.99,28.95
190,140.512273,34.8873578,-0.03567,0.6619,49.86,28.94
191,140.553938,34.8873578,0.003681,0.6565,50.45,29.09
192,140.595603,34.8873578,0.04692,0.6563,50.71,28.55
193,140.637268,34.8873578,0.05421,0.6306,49.72,28.75
194,140.678933,34.8873578,0.07196,0.6322,51.09,29.25
195,140.720598,34.8873578,0.07146,0.638,49.05,29.19
196,140.762263,34.8873578,0.08826,0.6433,51.13,28.41
197,140.803928,34.8873578,0.08207,0.6163,50.86,28.85
198,140.845593,34.8873578,0.1174,0.6357,49.19,28.9
199,140.887258,34.8873578,0.1156,0.6264,49.49,28.66
200,140.928923,34.8873578,0.1193,0.6266,50.1,29.1
201,140.970588,34.8873578,0.1159,0.6371,50.59,28.53
202,141.012253,34.8873578,0.1135,0.6613,51.54,29.63
203,141.053918,34.8873578,0.09729,0.7026,50.19,28.61
204,141.095583,34.8873578,0.1083,0.7779,49.43,28.95
205,138.304028,34.9290228,0.2164,0.8016,48.49,28.57
206,138.345693,34.9290228,0.221,0.7583,48.97,28.25
207,138.387358,34.9290228,0.1943,0.7345,50.57,28.68
208,138.429023,34.9290228,0.1577,0.6945,49.49,28.82
209,138.470688,34.9290228,0.1339,0.6968,50.14,28.92
210,138.512353,34.9290228,0.1139,0.7083,47.98,28.55
211,138.554018,34.9290228,0.07969,0.6943,48.55,29.96
212,138.595683,34.9290228,0.04594,0.6849,49.76,29.43
213,138.637348,34.9290228,0.007426,0.675,49.59,28.2
214,138.679013,34.9290228,-0.053,0.6511,49.87,28.47
215,138.720678,34.9290228,-0.1071,0.6042,49.61,28.76
216,138.762343,34.9290228,-0.1214,0.5651,49.81,28.2
217,138.804008,34.9290228,-0.1394,0.5895,50.07,28.92
218,138.845673,34.9290228,-0.1859,0.5478,49.14,28.94
219,138.887338,34.9290228,-0.2673,0.5467,51.42,28.71
220,138.929003,34.9290228,-0.3147,0.5553,52.18,29.3
221,138.970668,34.9290228,-0.3148,0.5802,49.29,29.34
222,139.012333,34.9290228,-0.2806,0.6267,50.98,29
223,139.053998,34.9290228,-0.2613,0.631,49.57,28.73
224,139.095663,34.9290228,-0.2327,0.6271,50.8,28.8
225,139.137328,34.9290228,-0.199,0.6487,49.46,29.7
226,139.178993,34.9290228,-0.156,0.6824,50.13,28.82
227,139.220658,34.9290228,-0.1177,0.6819,49.9,29.6
228,139.262323,34.9290228,-0.1166,0.6836,50.05,29.48
229,139.303988,34.9290228,-0.131,0.6789,50.65,28.65
230,139.345653,34.9290228,-0.167,0.6514,50.06,28.67
231,139.387318,34.9290228,-0.1779,0.5822,49.9,28.1
232,139.428983,34.9290228,-0.2053,0.5491,49.5,28.52
233,139.470648,34.9290228,-0.2484,0.5241,49.61,29.13
234,139.512313,34.9290228,-0.2945,0.5155,49.09,29.14
235,139.553978,34.9290228,-0.3463,0.5153,49.09,28.59
236,139.595643,34.9290228,-0.402,0.5435,50.65,29.25
237,139.637308,34.9290228,-0.4041,0.535,48.92,29.09
238,139.678973,34.9290228,-0.4106,0.5497,49.09,28.19
239,139.720638,34.9290228,-0.4252,0.5336,49.14,29.22
240,139.762303,34.9290228,-0.4377,0.5138,48.79,28.75
241,139.803968,34.9290228,-0.4611,0.4697,49.56,28.58
242,139.845633,34.9290228,-0.5012,0.5057,51.86,28.27
243,139.887298,34.9290228,-0.5702,0.5274,50.15,28.4
244,139.928963,34.9290228,-0.6164,0.5578,49.87,28.83
245,139.970628,34.9290228,-0.6656,0.5571,50.8,29.13
246,140.012293,34.9290228,-0.6985,0.5588,50.45,28.72
247,140.053958,34.9290228,-0.7295,0.5669,49.5,29.08
248,140.095623,34.9290228,-0.7545,0.5388,50.1,29.18
249,140.137288,34.9290228,-0.6895,0.5399,49.11,29.78
250,140.178953,34.9290228,-0.6208,0.5378,49.83,29.29
251,140.220618,34.9290228,-0.5542,0.5326,49.99,29.46
252,140.262283,34.9290228,-0.4918,0.5577,49.59,28.64
253,140.303948,34.9290228,-0.4128,0.5744,50.54,28.22
254,140.345613,34.9290228,-0.3201,0.5861,51.11,28.5
255,140.387278,34.9290228,-0.2483,0.6192,48.76,29.21
256,140.428943,34.9290228,-0.1849,0.6224,49.91,28.67
257,140.470608,34.9290228,-0.1291,0.6201,50.69,28.91
258,140.512273,34.9290228,-0.06663,0.6384,49.4,29.49
259,140.553938,34.9290228,-0.01708,0.6394,51.68,28.92
260,140.595603,34.9290228,0.02806,0.6494,49.82,29.4
261,140.637268,34.9290228,0.05248,0.6479,49.31,28.18
262,140.678933,34.9290228,0.05129,0.6365,49.12,29.04
263,140.720598,34.9290228,0.05354,0.6277,50.66,29.09
264,140.762263,34.9290228,0.08389,0.6322,49.36,27.81
265,140.803928,34.9290228,0.08171,0.6092,48.65,28.8
266,140.845593,34.9290228,0.1095,0.6285,49.07,28.65
267,140.887258,34.9290228,0.08414,0.6237,50.69,29.02
268,140.928923,34.9290228,0.0828,0.6296,48.84,28.43
269,140.970588,34.9290228,0.1034,0.6266,50.12,29.03
270,141.012253,34.9290228,0.1001,0.6465,48.33,29.42
271,141.053918,34.9290228,0.1059,0.6722,50.74,28.25
272,141.095583,34.9290228,0.09465,0.7405,50.73,29.35
273,138.304028,34.9706878,0.2152,0.7741,51.21,28.89
274,138.345693,34.9706878,0.239,0.7266,50.37,28.93
275,138.387358,34.9706878,0.1982,0.7042,51.57,28.85
276,138.429023,34.9706878,0.1543,0.6591,50.19,28.64
277,138.470688,34.9706878,0.1163,0.6597,50.65,28.97
278,138.512353,34.9706878,0.1034,0.6676,48.6,28.05
279,138.554018,34.9706878,0.0782,0.6648,49.07,29.05
280,138.595683,34.9706878,0.05281,0.6533,50.06,28.81
281,138.637348,34.9706878,0.01451,0.6415,49.15,29.09
282,138.679013,34.9706878,-0.04206,0.612,49.26,28.58
283,138.720678,34.9706878,-0.1148,0.5858,49.39,28.95
284,138.762343,34.9706878,-0.1188,0.5338,49.63,29.27
285,138.804008,34.9706878,-0.1477,0.5523,49.1,29.54
286,138.845673,34.9706878,-0.1985,0.5701,49.85,29.1
287,138.887338,34.9706878,-0.2553,0.561,50.69,29.33
288,138.929003,34.9706878,-0.2778,0.5869,51.32,28.17
289,138.970668,34.9706878,-0.2925,0.6012,51.27,29.16
290,139.012333,34.9706878,-0.2894,0.6033,51.82,28.8
291,139.053998,34.9706878,-0.2656,0.6069,50.11,28.84
292,139.095663,34.9706878,-0.2089,0.6113,50.36,29.38
293,139.137328,34.9706878,-0.1679,0.6254,50.35,28.65
294,139.178993,34.9706878,-0.1317,0.6652,48.68,29.14
295,139.220658,34.9706878,-0.1231,0.6551,49.63,29.32
296,139.262323,34.9706878,-0.1304,0.6443,49.63,28.55
297,139.303988,34.9706878,-0.1249,0.6465,49.35,28.44
298,139.345653,34.9706878,-0.135,0.6308,47.63,28.37
299,139.387318,34.9706878,-0.1644,0.5798,50.17,28.76
300,139.428983,34.9706878,-0.2178,0.5657,50.73,28.53
301,139.470648,34.9706878,-0.2727,0.5241,50.85,29.05
302,139.512313,34.9706878,-0.2809,0.5081,50.94,29.45
303,139.553978,34.9706878,-0.3246,0.4806,50.78,29
304,139.595643,34.9706878,-0.3643,0.5237,49.32,28.67
305,139.637308,34.9706878,-0.3842,0.5263,50.08,28.5
306,139.678973,34.9706878,-0.4022,0.5341,49.94,28.81
307,139.720638,34.9706878,-0.3929,0.5277,50.77,29.12
308,139.762303,34.9706878,-0.4019,0.4529,49.36,28.89
309,139.803968,34.9706878,-0.422,0.1572,0.502,0.1565
310,139.845633,34.9706878,-0.4918,0.4612,50.72,28.85
311,139.887298,34.9706878,-0.5713,0.5039,49.87,29.45
312,139.928963,34.9706878,-0.6342,0.5156,49.25,28.35
313,139.970628,34.9706878,-0.7114,0.5394,49.23,29.04
314,140.012293,34.9706878,-0.7636,0.5375,51.61,29.09
315,140.053958,34.9706878,-0.7914,0.5205,48.36,28.06
316,140.095623,34.9706878,-0.8175,0.5231,49.32,28.67
317,140.137288,34.9706878,-0.7844,0.5048,48.47,28.8
318,140.178953,34.9706878,-0.683,0.4947,50.46,28.83
319,140.220618,34.9706878,-0.5871,0.4948,50.34,28.88
320,140.262283,34.9706878,-0.5194,0.5506,47.2,28.93
321,140.303948,34.9706878,-0.4666,0.5508,50.28,28.31
322,140.345613,34.9706878,-0.3997,0.5582,50.61,28.8
323,140.387278,34.9706878,-0.2938,0.5544,49.09,28.67
324,140.428943,34.9706878,-0.2103,0.598,51.22,28.58
325,140.470608,34.9706878,-0.1671,0.6037,48.56,29.23
326,140.512273,34.9706878,-0.07923,0.6113,48.74,28.64
327,140.553938,34.9706878,-0.04913,0.6262,50.5,29.79
328,140.595603,34.9706878,0.002335,0.6147,50.25,28.81
329,140.637268,34.9706878,0.04617,0.6012,48.01,29.48
330,140.678933,34.9706878,0.05747,0.6036,49.54,29.05
331,140.720598,34.9706878,0.06028,0.6391,50.23,28.5
332,140.762263,34.9706878,0.06707,0.616,52.25,28.87
333,140.803928,34.9706878,0.05769,0.6199,49.27,29.03
334,140.845593,34.9706878,0.0494,0.6217,47.92,29.68
335,140.887258,34.9706878,0.0495,0.6202,49.66,29.26
336,140.928923,34.9706878,0.05539,0.6379,49.66,28.51
337,140.970588,34.9706878,0.06181,0.6225,51.49,29.62
338,141.012253,34.9706878,0.05425,0.6334,50.05,28.61
339,141.053918,34.9706878,0.063,0.6622,50,28.43
340,141.095583,34.9706878,0.07357,0.7209,50.94,29.82
341,138.304028,35.0123528,0.2418,0.7514,50.22,28.59
342,138.345693,35.0123528,0.2319,0.7053,50.98,29.44
343,138.387358,35.0123528,0.1887,0.6844,50.76,29.18
344,138.429023,35.0123528,0.167,0.6681,49.7,28.75
345,138.470688,35.0123528,0.1316,0.6511,50.52,29.07
346,138.512353,35.0123528,0.1208,0.6501,48.51,29.48
347,138.554018,35.0123528,0.1274,0.6278,49.28,28.61
348,138.595683,35.0123528,0.07976,0.6088,49.92,28.95
349,138.637348,35.0123528,0.001948,0.6035,50.79,29.6
350,138.679013,35.0123528,-0.05347,0.5799,49.96,28.03
351,138.720678,35.0123528,-0.103,0.5478,49.81,28.56
352,138.762343,35.0123528,-0.1371,0.5271,50.41,29.13
353,138.804008,35.0123528,-0.1668,0.5084,48.48,29.33
354,138.845673,35.0123528,-0.1989,0.5242,49.39,28.61
355,138.887338,35.0123528,-0.2491,0.5413,48.7,28.27
356,138.929003,35.0123528,-0.2532,0.5548,50.36,28.63
357,138.970668,35.0123528,-0.2795,0.5862,50.94,28.8
358,139.012333,35.0123528,-0.2699,0.6023,49.23,28.66
359,139.053998,35.0123528,-0.2343,0.6034,50.99,28.68
360,139.095663,35.0123528,-0.2078,0.5895,51.38,28.92
361,139.137328,35.0123528,-0.1948,0.5938,50.8,28.72
362,139.178993,35.0123528,-0.1745,0.6258,52.92,29.04
363,139.220658,35.0123528,-0.1521,0.6456,49.32,29.11
364,139.262323,35.0123528,-0.1526,0.6226,49.89,28.97
365,139.303988,35.0123528,-0.1379,0.6154,50.61,28.86
366,139.345653,35.0123528,-0.1432,0.6032,49.97,28.85
367,139.387318,35.0123528,-0.1727,0.5717,50.59,28.31
368,139.428983,35.0123528,-0.2196,0.5521,48.82,29.63
369,139.470648,35.0123528,-0.2672,0.5308,49.69,29.05
370,139.512313,35.0123528,-0.2891,0.4977,49.71,28.93
371,139.553978,35.0123528,-0.3171,0.4741,49.69,29.2
372,139.595643,35.0123528,-0.3504,0.5,50.37,28.6
373,139.637308,35.0123528,-0.3736,0.5112,48.59,29.76
374,139.678973,35.0123528,-0.3895,0.513,50.22,29.43
375,139.720638,35.0123528,-0.3804,0.5161,49.88,28.96
376,139.762303,35.0123528,-0.4106,0.4845,49.78,28.27
377,139.803968,35.0123528,-0.4376,0.4418,50.39,28.28
378,139.845633,35.0123528,-0.4751,0.4845,49.77,29.01
379,139.887298,35.0123528,-0.5328,0.4874,51.2,28.88
380,139.928963,35.0123528,-0.6133,0.5179,52.02,28.54
381,139.970628,35.0123528,-0.7334,0.5325,50.43,28.41
382,140.012293,35.0123528,-0.812,0.5267,49.34,29.07
383,140.053958,35.0123528,-0.8732,0.5287,49.07,28.93
384,140.095623,35.0123528,-0.8926,0.4954,51.05,29.03
385,140.137288,35.0123528,-0.8427,0.5078,49.62,29.22
386,140.178953,35.0123528,-0.7375,0.5028,49.03,28.99
387,140.220618,35.0123528,-0.628,0.5019,50.07,28.69
388,140.262283,35.0123528,-0.5498,0.5255,50.27,28.67
389,140.303948,35.0123528,-0.4656,0.5361,49.81,29.4
390,140.345613,35.0123528,-0.4134,0.5372,50.07,29.58
391,140.387278,35.0123528,-0.3211,0.5608,50.05,29.33
392,140.428943,35.0123528,-0.234,0.5634,48.54,29.44
393,140.470608,35.0123528,-0.1775,0.5874,50.43,28.6
394,140.512273,35.0123528,-0.1234,0.5996,51.73,27.66
395,140.553938,35.0123528,-0.08227,0.6051,50.23,29.12
396,140.595603,35.0123528,-0.07302,0.5928,50.91,28.46
397,140.637268,35.0123528,-0.01864,0.6156,50.19,29.21
398,140.678933,35.0123528,0.01644,0.6064,51.37,29.3
399,140.720598,35.0123528,0.03003,0.6227,49.17,28.88
400,140.762263,35.0123528,0.01896,0.6111,50.23,28.46
401,140.803928,35.0123528,0.009435,0.6352,50.13,29.22
402,140.845593,35.0123528,0.008839,0.6443,49.85,28.18
403,140.887258,35.0123528,-0.01013,0.6386,49.85,29.46
404,140.928923,35.0123528,0.006118,0.6209,50.46,29.34
405,140.970588,35.0123528,0.005629,0.622,49.03,29.06
406,141.012253,35.0123528,0.007115,0.6192,50.92,28.55
407,141.053918,35.0123528,0.02039,0.6447,49.37,28.86
408,141.095583,35.0123528,0.03778,0.7108,50.24,28.88
409,138.304028,35.0540178,0.2008,0.7098,49.75,28.54
410,138.345693,35.0540178,0.193,0.673,49.38,29.03
411,138.387358,35.0540178,0.1609,0.6514,51.99,28.53
412,138.429023,35.0540178,0.1418,0.6406,50.43,28.65
413,138.470688,35.0540178,0.1156,0.6167,50.31,28.82
414,138.512353,35.0540178,0.09194,0.6076,50.22,28.53
415,138.554018,35.0540178,0.08651,0.5883,50.69,28.58
416,138.595683,35.0540178,0.04755,0.5769,50.3,29.26
417,138.637348,35.0540178,-0.008097,0.5769,49.23,28.89
418,138.679013,35.0540178,-0.0488,0.554,49.03,29.19
419,138.720678,35.0540178,-0.09402,0.5682,50.23,29.37
420,138.762343,35.0540178,-0.1378,0.5358,49.79,28.74
421,138.804008,35.0540178,-0.1766,0.518,50.79,29.11
422,138.845673,35.0540178,-0.2228,0.5206,49.2,28.65
423,138.887338,35.0540178,-0.2431,0.5444,49.83,28.04
424,138.929003,35.0540178,-0.2521,0.5627,49.25,29.04
425,138.970668,35.0540178,-0.268,0.5546,49.62,28.38
426,139.012333,35.0540178,-0.2452,0.5708,49.51,29.27
427,139.053998,35.0540178,-0.2148,0.5924,50.93,28.66
428,139.095663,35.0540178,-0.188,0.5726,49.19,29
429,139.137328,35.0540178,-0.1934,0.5803,50.75,28.03
430,139.178993,35.0540178,-0.197,0.5845,49.49,27.98
431,139.220658,35.0540178,-0.1745,0.6188,51.48,29.21
432,139.262323,35.0540178,-0.1459,0.6116,48.99,28.51
433,139.303988,35.0540178,-0.1408,0.6087,49.66,28.51
434,139.345653,35.0540178,-0.1712,0.5633,49.69,29.52
435,139.387318,35.0540178,-0.1795,0.5636,50.45,29.04
436,139.428983,35.0540178,-0.2299,0.5363,50.42,29.17
437,139.470648,35.0540178,-0.2721,0.5169,49.83,28.65
438,139.512313,35.0540178,-0.2953,0.5088,50.7,29.01
439,139.553978,35.0540178,-0.3194,0.4779,50.85,29.29
440,139.595643,35.0540178,-0.3713,0.4913,49.96,29.17
441,139.637308,35.0540178,-0.3659,0.4883,50.56,28.72
442,139.678973,35.0540178,-0.3853,0.5154,48.51,28.39
